TransactionID,CustomerID,Date,Category,Gender,Age,Location,Quantity,Sales,Profit,Channel
TXN-2024-000665,CUST-0086,2024.12.23,Body Care,,59,Laval / QUEBEC,1,$36.65,17.63,Online
TXN-2024-000250,CUST-0161,12/12/2024,Men's,FEMALE,30,London  Ontario,1,19.29,8.33,Store
TXN-2024-000908,CUST-0056,05-Jun-2024,Candles,,38,Toronto ONTARIO,3,186.48,70.08,Store
TXN-2023-000709,CUST-0185,2023-01-20,Hand Soap & Sanitizer,female,15,"Kelowna,British Columbi",1,$11.78,3.28,Store
TXN-2024-000306,CUST-0288,"Dec 23, 2024",Body Care,Male,24,Richmond / BRITISH COLUMBIA,1,$32.99,10.12,Online
TXN-2024-000735,CUST-0172,08/02/2024,Candles,Male,60,"Toronto, on",1,37.0,CAD 14.10,Store
TXN-2024-000091,Cust-0265,2024-07-07,Body Care,Female,71,"Longueuil,Quebec",2,40.4,CAD 14.81,Store
TXN-2023-000050,CUST-0013,13-Jul-2023,Wallflower & Air Freshener,male,67,"Quebec City,Quebe",1,$17.18,7.62,Store
TXN-2023-000897,CUST-0298,15/11/2023,Candles,female,40,Laval-QUEBEC,4,$50.59,21.25,Store
TXN-2023-000003,CUST-0309,2023.11.12,Men's,Female,74,"Quebec City,Quebec",1,10.55, 3.61 CAD ,Store
TXN-2024-000545,CUST-0200,2024.09.10,Men's,female,31,"Fredericton, New Brunswick",3,94.09,34.67,Store
TXN-2023-000351,CUST-0314,2023.09.17,Candles,U,24,Ontari - London,1,12.84,6.5,Store
TXN-2024-000905,CUST-0176,09-Jan-2024,Men's,female,63, Victoria BC ,1,"16,75",5.84,Store
TXN-2024-000537,CUST-0066,"Apr 18, 2024",Candles,male,??,Windsor / ONTARIO,2,70.75,31.1,Store
TXN-2023-000345,CUST-0167,12/25/2023,Candles,MALE,37,Windsor Ontario,3, 92.73 CAD ,32.84,Online
TXN-2024-000869,cust-0148, 2024-08-09  ,Candles,Male ,36, Lethbridge Alberta,2,31.71,12.68,Store
TXN-2024-000482,CUST-0110,10-Aug-2024,Men's,Male,66,Mississauga / Ontario,2,77.24,22.91,Store
TXN-2024-000576,CUST-0042 ,13/10/2024,Men's,Male,63,Quebec City Quebec,1,8.6,$5.06,Online
TXN-2024-000034,Cust-0147,05-Feb-2024,Wallflower & Air Freshener,FEMALE,66,Laval / qc,1,$14.64,6.74,Online
TXN-2024-000032,CUST-0008,02/05/2024,Men's,N/A,60,Vancouver  BRITISH COLUMBIA,1,CAD 9.65,$6.03,Store
TXN-2023-000232,CUST-0063,2023-11-12,Candles,MALE,69, Markham  on ,1,$20.99,8.04,Store
TXN-2023-000874,CUST-0134 ,3/13/2023,Candles,U,N/A,"Burnaby, British Columbia",1, 20.09 CAD ,$10.91,Store
TXN-2023-000193,CUST-0089,06/12/2023,Men's,U,41,Ottawa-ONTARIO,1,10.63,$4.98,Store
TXN-2023-000334,CUST-0079,03/24/2023,Wallflower & Air Freshener,female,17,Quebec City QC,1,$14.69,8.7,Online
TXN-2024-000004,CUST-0302,2024-12-30,Wallflower & Air Freshener,Male,37,"Quebec City,Quebec",1,41.13,CAD 22.16,Online
TXN-2024-000205,CUST-0247,2024.07.04,Body Care,M,18,Sydney Nova Scotia,2,21.2,8.44,Online
TXN-2024-000515,CUST-0234,11/07/2024,Candles,MALE,57,Hamilton ON,2,,67.35,Online
TXN-2023-000800,CUST-0316,10/20/2023,Candles,Prefer not to say,42,Hamilton ON,1,42.48, 21.10 CAD ,Online
TXN-2024-000307,CUST-0170,"Jan 14, 2024",Candles,male,19,Hamilton / ON,2,63.93,26.48,Store
TXN-2024-000110,CUST-0222,2024.04.13,Body Care,female,64,Windsor ON,1,$5.09,CAD 1.93,Online
TXN-2023-000431,CUST-0110,01/09/2023,Hand Soap & Sanitizer,Prefer not to say,31,Mississauga-ONTARIO,2,25.83,$9.38,Store
TXN-2023-000078,CUST-0168,"Jul 05, 2023",Wallflower & Air Freshener,Prefer not to say,17,"Saskatoon,Saskatchewa",1,15.51,7.72,Online
TXN-2024-000085,CUST-0260,2024-10-02,Body Care,FEMALE,38,London  Ontari,2,$9.84,$2.72,Online
TXN-2023-000287,CUST-0233,"May 01, 2023",Candles,MALE,65,Saint John / New Brunswic,2,85.47,$48.27,Online
TXN-2024-000083,CUST-0193, 09-May-2024  ,Men's,N/A,45,Hamilton / ON,2,CAD 62.57,$28.56,Online
TXN-2023-000419,cust-0291,"Jan 02, 2023",Men's,Male ,73, Montreal (qc),1,25.71,8.5,Store
TXN-2023-000790,CUST-0218,"Apr 10, 2023",Men's,FEMALE,75,Markham  Ontario,1,8.94,N/A,Store
TXN-2023-000895,CUST-0142,2023-10-14,Body Care,male,72, Toronto  Ontario ,1,26.59,"11,07",Online
TXN-2023-000399,CUST-0276,2023-02-30,Men's,female,48,Ottawa (ON),2,28.4,CAD 14.12,Store
TXN-2023-000324,CUST-0017,"Feb 15, 2023",Body Care,U,46,Red Deer  ALBERTA,-1,-18.12,-6.83,Store
TXN-2023-000520,CUST-0082,"Aug 05, 2023",Body Care,FEMALE,19, Kelowna  British Columbi ,1,$21.57,$10.46,Store
TXN-2023-000917,CUST-0021,11/04/2023,Men's,MALE,33,"Hamilton,ON",2,58.56,N/A,Store
TXN-2024-000923,CUST-0244,"Jan 05, 2024",Hand Soap & Sanitizer,female,75,Lethbridge  ab,1,2.3,CAD 0.76,Online
TXN-2024-000006,CUST-0177,2024-12-26,Hand Soap & Sanitizer,FEMALE,75,Winnipeg Manitoba,1,5.35,$2.67,Online
TXN-2024-000732,CUST-0166, 2024-06-16  ,Wallflower & Air Freshener,Female,14,Kitchener / ONTARIO,1,$7.70,$2.77,Online
TXN-2024-000466,CUST-0293,2024-12-24,Men's,MALE,Thirty,Toronto / on,2,93.45,40.78,Store
TXN-2024-000098,CUST-0065,2024-04-11,Men's,F,58,Sherbrooke (Quebec),2,25.04,6.81,Online
TXN-2023-000267,CUST-0176,11/30/2023,Men's,male,41,Markham  Ontario,2,CAD 53.69,"28,18",Online
TXN-2024-000358,CUST-0208,09/12/2024,Candles,MALE,46,"Markham, ONTARIO",2,30.08,10.06,Store
TXN-2024-000869,CUST-0148, 2024-08-09  ,Candles,Male,36,Lethbridge Alberta,2,31.71,12.68,Store
TXN-2023-000799,CUST-0249 ,30/07/2023,Hand Soap & Sanitizer,F,29,Winnipeg (Manitob),1, 4.98 CAD ,2.35,Store
TXN-2024-000381,CUST-0033,20/02/2024,Hand Soap & Sanitizer,MALE,21,Sherbrooke / Quebe,2,22.87,8.41,Online
TXN-2024-000632,CUST-0121,"Nov 06, 2024",Hand Soap & Sanitizer,N/A,67,Ottawa-on,1,26.24,14.03,Online
TXN-2023-000382,CUST-0166,04/15/2023,Hand Soap & Sanitizer,Female,34, Gatineau  Quebec ,1, 5.53 CAD ,CAD 2.77,Online
TXN-2024-000491,CUST-0098,2024-02-30,Men's,N/A,26,Longueuil  Quebec,1,17.14,7.11,Online
TXN-2023-000119,CUST-0008,2023-01-26,Men's,Female,23,Laval Quebe,2,25.72,CAD 8.43,Online
TXN-2023-000901,CUST-0297,24/04/2023,Men's,M,28,St. John's (nl),4,134.85,$52.43,Online
TXN-2024-000251,CUST-0255,2024-11-02,Hand Soap & Sanitizer,FEMALE,37,Gatineau  Qu3b3c,1,4.48,1.65,Store
TXN-2024-000524,CUST-0247,31-Jan-2024,Candles,FEMALE,62,"Kitchener, on",1,$17.57,8.64,Online
TXN-2023-000010,CUST-0088 ,21/10/2023,Men's,MALE,15,Ottawa (ONTARIO),2,58.21, 24.89 CAD ,Store
TXN-2024-000197,CUST-0305, 10/06/2024  ,Candles,MALE,58, Ontario - Kitchener ,2,$95.03,$32.80,Store
Txn-2023-000604,CUST-0296,28-Apr-2023,Hand Soap & Sanitizer,FEMALE,37,Burnaby-British C0lumbia,1,20.62, 7.39 CAD ,Online
TXN-2023-000082,CUST-0311,05/08/2023,Men's,female,62,"Surrey, BC",3,74.48,50.64,Store
TXN-2023-000784,CUST-0207,09/22/2023,Men's,,56,"Windsor, Ontario",2,$63.83,$32.00,Store
TXN-2024-000588,CUST-0118,01/31/2024,Body Care,M,56,Windsor  ONTARIO,-3,-26.82,$-27.68,Online
TXN-2024-000798,CUST-0297,2024.09.01,Wallflower & Air Freshener,M,31,Vancouver (British Columbia),1,11.56, 4.40 CAD ,Store
TXN-2024-000240,CUST-0146,10/27/2024,Men's,Female,19,London (Ontario),4,98.59,$26.37,Store
TXN-2023-000291,CUST-0068,"Dec 09, 2023",Wallflower & Air Freshener,M,13,Calgary  Alberta,5,181.01,94.41,Online
TXN-2024-000212,CUST-0123,31-Aug-2024,Body Care,MALE,52,Halifax NS,1,CAD 15.39,$6.92,Online
TXN-2023-000718,CUST-0269,"Feb 12, 2023",Hand Soap & Sanitizer,Female,27,Mississauga-Ontario,2,$23.09,8.62,Store
TXN-2023-000360,CUST-0033,2023.03.06,Hand Soap & Sanitizer,Female,26,Ontario - Brampton,1,11.7,6.23,Store
TXN-2024-000450,CUST-0229,01/31/2024,Hand Soap & Sanitizer,Female,Thirty,Fredericton N3w Brunswick,1,7.97,2.2,Store
TXN-2023-000228,CUST-0188,"Aug 12, 2023",Candles,F,31,Vancouver-BritishColumbia,1,CAD 8.63,2.88,Online
TXN-2023-000315,CUST-0292,"Oct 16, 2023",Wallflower & Air Freshener,male,66,Quebec City  Quebec,2,10.86,$4.81,Store
TXN-2023-000947,CUST-0187,15/07/2023,Candles,Female,18,Victoria (bc),1,"49,42", 16.34 CAD ,Online
TXN-2023-000797,CUST-0086,30-May-2023,Hand Soap & Sanitizer,female,16,Hamilton (Ontario),1,4.22,2.39,Store
TXN-2024-000502,CUST-0010,20-Jun-2024,Candles,N/A,20, on - Vaughan ,1,18.99,$7.99,Store
TXN-2024-000465,CUST-0244,"Apr 08, 2024",Men's,male,32,"Lethbridge,AB",-2,"-11,63",$-20.48,Store
TXN-2023-000363,CUST-0089,2023.03.26,Men's,M,20,Gatineau-Quebec,4,$26.37,N/A,Online
TXN-2023-000469,CUST-0235 ,16-Jun-2023,Men's,MALE,36,"Laval,QC",1,41.88,17.52,Store
TXN-2023-000936,CUST-0304,26-Feb-2023,Hand Soap & Sanitizer,,18 yrs,QC - Sherbrooke,1,$18.55,8.19,Store
TXN-2023-000429,CUST-0048,2023-03-30,Candles,M,38," Markham, ONTARIO ",3,$108.94,52.32,Online
TXN-2024-000008,CUST-0117,2024-01-20,Body Care,Male,61,Ottawa Ontari,1,33.97,$15.44,Online
TXN-2024-000156,CUST-0302,2024-08-24,Candles,N/A,71,"Corner Brook, Newfoundland and Labrador",1,CAD 24.92,$13.83,Online
TXN-2024-000542,CUST-0055,"Mar 01, 2024",Men's,Male,13," Toronto, ON ",1,35.24,16.55,Store
TXN-2023-000441,CUST-0252,2023-12-11,Candles,F,59,Brandon / mb,3,CAD 79.10,34.89,Store
TXN-2024-000483,CUST-0263,10-Feb-2024,Wallflower & Air Freshener,F,24,Saint John-NEW BRUNSWICK,4,81.92,33.16,Store
TXN-2024-000423,CUST-0238,2024-01-23,Hand Soap & Sanitizer,M,23,Gatineau (qc),2,$41.51,19.32,Online
TXN-2023-000779,CUST-0294,2023-09-09,Body Care,FEMALE,15,Quebec City Quebec,4,CAD 96.38,45.53,Online
TXN-2024-000950,CUST-0099,09/02/2024,Candles,female,15,Ottawa  ONTARIO,1,CAD 35.24,$13.76,Store
TXN-2024-000335,CUST-0228,09/10/2024,Hand Soap & Sanitizer,M,36,Montreal qc,1,$7.46,4.12,Online
TXN-2024-000577,CUST-0010 ,2024.11.10,Body Care,FEMALE,13,Sherbrooke / Qu3b3,1,21.84, 8.53 CAD ,Store
TXN-2024-000935,CUST-0180,30-Jan-2024,Wallflower & Air Freshener,N/A,53,London / on,1,$16.25,CAD 5.70,Store
TXN-2023-000568,CUST-0109,21-Jan-2023,Hand Soap & Sanitizer,Male,Thirty,Fredericton / nb,-2, -27.43 CAD ,-5.73,Online
TXN-2023-000595,CUST-0104,23/04/2023,Body Care,M,45,Ottawa  on,1,15.63,$7.12,Online
TXN-2023-000531,CUST-0059,06-Aug-2023,Wallflower & Air Freshener,Male,36,ON - London,3,33.51,CAD 20.38,Store
TXN-2024-000582,CUST-0033,01/31/2024,Candles,Female,32,Gatineau / QC,1,$31.06,15.59,Online
TXN-2024-000708,CUST-0139,"Jul 06, 2024",Men's,M,18,"Brampton,ON",2,$44.49,$16.81,Store
TXN-2023-000449,CUST-0122, 05/07/2023  ,Body Care,Female,41,London Ontario,6,$46.77,25.65,Online
TXN-2024-000454,CUST-0038,14/04/2024,Body Care,FEMALE,Thirty,Regina Saskatchewan,2,35.16,CAD 16.19,Online
TXN-2023-000229,CUST-0191,2023-10-15,Hand Soap & Sanitizer,N/A,18 yrs,ALBERTA - Lethbridge,1,5.88,"3,25",Online
TXN-2023-000353,CUST-0201,29-Dec-2023,Hand Soap & Sanitizer,Female,57,"Markham, Ontario",2, 25.37 CAD ,12.27,Online
TXN-2024-000729,CUST-0199,10/06/2024,Men's,Prefer not to say,??,Toronto (ONTARIO),1,35.64,18.64,Store
TXN-2024-000213,CUST-0275,08-Apr-2024,Men's,Female,14,Lethbridge-Alberta,1,28.77,CAD 9.30,Store
TXN-2024-000080,CUST-0127 ,2024-08-27,Body Care,Male,61,Toronto-on,3,"39,91",11.21,Store
TXN-2024-000149,CUST-0190,2024.12.26,Wallflower & Air Freshener,Male,25,Richmond BRITISH COLUMBIA,1, 37.61 CAD ,$20.03,Online
TXN-2024-000303,CUST-0286,1/7/2024,Body Care,MALE,15,Laval  Quebec,1,30.71,9.55,Store
TXN-2024-000629,CUST-0135,01/05/2024,Men's,MALE,59,BritishColumbia - Surrey,2,29.99,"11,23",Store
TXN-2023-000778,CUST-0221,2023.07.31,Men's,female,32,Edmonton / Alberta,2,$83.98,27.75,Online
TXN-2023-000507,CUST-0131,2023.05.21,Wallflower & Air Freshener,F,34,Toronto Ontario,1,15.7,CAD 8.52,Store
TXN-2024-000343,CUST-0221,05/12/2024,Hand Soap & Sanitizer,Prefer not to say,61,Markham / Ontario,1,$2.52,"1,08",Store
TXN-2023-000486,CUST-0320,2023.02.12,Men's,F,30,QC - Laval,4,156.93,59.74,Online
TXN-2024-000712,CUST-0171,"Apr 30, 2024",Hand Soap & Sanitizer,Male,61, QC - Longueuil ,1,6.11,3.02,Online
TXN-2024-000134,CUST-0299,16/10/2024,Wallflower & Air Freshener,FEMALE,65, Edmonton (Alberta) ,1,17.63,7.94,Store
TXN-2023-000704,CUST-0076,2023-08-26,Men's,male,30,Brampton Ontario,1,34.11,11.55,Online
TXN-2023-000312,CUST-0239,19-Sep-2023,Wallflower & Air Freshener,MALE,32, British Columbi - Victoria ,1,6.83,2.24,Store
TXN-2024-000723,CUST-0069,6/1/2024,Wallflower & Air Freshener,male,36,"Calgary,ab",5,57.62,$22.92,Online
TXN-2023-000630,CUST-0256,02/09/2023,Candles,FEMALE,68,Alberta - Red Deer,1,25.8,12.2,Online
TXN-2023-000001,CUST-0141,13/04/2023,Body Care,Female,42,Calgary Alberta,1,27.36,17.35,Store
TXN-2023-000317,CUST-0031,2023-05-27,Men's,,twenty,Surrey-BRITISH COLUMBIA,1,$29.37,$9.50,Store
TXN-2023-000707,CUST-0299,09/06/2023,Wallflower & Air Freshener,N/A,67,Toronto (ON),1,27.07,13.84,Store
TXN-2024-000548,CUST-0230,11-May-2024,Hand Soap & Sanitizer,M,,Edmonton ab,1,5.51,2.7,Store
TXN-2024-000873,CUST-0249,"Jan 13, 2024",Hand Soap & Sanitizer,male,14,Kelowna-BritishC0lumbia,1,12.99,4.99,Online
TXN-2024-000533,CUST-0210,05/07/2024,Candles,Male,22, Gatineau qc ,-2,-59.71,-18.19,Store
Txn-2024-000478,CUST-0128 ,"Oct 15, 2024",Body Care,F,44,Surrey / British Columbia,4,63.6,32.21,Store
TXN-2023-000405,CUST-0140,11/13/2023,Wallflower & Air Freshener,M,35,Laval  QUEBEC,2,"49,06",$19.77,Store
TXN-2023-000173,CUST-0175,12/04/2023,Wallflower & Air Freshener,male,61,Nova Scotia - Sydney,4,22.26,9.26,Store
TXN-2023-000126,CUST-0198,"Oct 08, 2023",Wallflower & Air Freshener,M,72,qc - Sherbrooke,1,"26,29",9.21,Store
TXN-2023-000395,CUST-0198,30/10/2023,Wallflower & Air Freshener,U,45,Brampton Ontario,2,"32,35",13.53,Store
TXN-2023-000421,CUST-0070,13/06/2023,Candles,F,44,Montreal  qc,1,$14.83,4.97,Store
TXN-2024-000553,CUST-0114,26-Mar-2024,Hand Soap & Sanitizer,male,32,Ontario - Ottawa,1,CAD 5.78,2.51,Store
TXN-2024-000904,CUST-0246, 05/14/2024  ,Body Care,male,44,Edmonton  ab,2,CAD 43.59,10.41,Online
TXN-2024-000091,Cust-0265,2024-07-07,Body Care,Female,71,"Longueuil,Quebec",2,40.4,CAD 14.81,Store
TXN-2024-000940,CUST-0173,2024-02-30,Candles,female,55,Ottawa (on),1,$11.14,$4.38,Online
TXN-2023-000182,CUST-0059,2023-06-02,Hand Soap & Sanitizer,female,51,Lethbridge  ab,1,$17.99,CAD 9.77,Online
TXN-2023-000275,CUST-0245,05/30/2023,Wallflower & Air Freshener,Prefer not to say,27,"Richmond, British Columbia",2,17.85,$7.67,Store
Txn-2024-000896,CUST-0133, 10-Dec-2024  ,Wallflower & Air Freshener,M,71,"Windsor, Ontario",2,40.54,16.67,Online
TXN-2024-000070,CUST-0226,17-Jan-2024,Hand Soap & Sanitizer,female,61,Brampton (on),1,"16,35",5.12,Store
TXN-2023-000292,CUST-0012 ,04/22/2023,Hand Soap & Sanitizer,F,14,Kelowna / British C0lumbia,2,CAD 12.03,4.55,Online
TXN-2024-000132,CUST-0151,07/06/2024,Body Care,FEMALE,20,Red Deer / ab,2,$54.77,23.38,Online
TXN-2023-000301,CUST-0112,24/02/2023,Men's,female,33, nl - St. John's ,1,11.56,5.98,Store
TXN-2024-000425,CUST-0263,17-Dec-2024,Wallflower & Air Freshener,Prefer not to say,19,Red Deer-Alberta,1,23.52,9.75,Store
TXN-2024-000327,CUST-0039,2024.06.17,Body Care,F,45,on - Hamilton,1,6.5,CAD 1.93,Online
TXN-2024-000145,CUST-0189,2024.10.09,Wallflower & Air Freshener,FEMALE,15,Albert - Calgary,2,$43.53,22.94,Online
TXN-2023-000424,CUST-0111,02/03/2023,Body Care,M,17,Windsor / Ontari0,6,151.43,65.27,Online
TXN-2023-000581,CUST-0290,04-Jun-2023,Men's,MALE,N/A, St. John's / NL ,-1,-17.34,-9.01,Store
TXN-2024-000136,CUST-0154 ,25-Sep-2024,Men's,female,36,Laval (QUEBEC),1,12.38,3.49,Online
TXN-2024-000451,CUST-0056,2024-03-20,Hand Soap & Sanitizer,U,48," London,ONTARIO ",1,$7.62,CAD 3.40,Store
TXN-2024-000165,CUST-0243,2024-02-30,Candles,F,49,Burnaby British Columbi,1,62.15,28.09,Store
TXN-2024-000029,CUST-0028,2024-01-08,Wallflower & Air Freshener,FEMALE,40,Ontario - Kitchener,1,15.14, 3.62 CAD ,Store
TXN-2023-000774,CUST-0016,"Aug 02, 2023",Wallflower & Air Freshener,F,70,Saint John  New Brunswick,2,26.81,9.92,Store
TXN-2023-000194,CUST-0145,"Jul 01, 2023",Hand Soap & Sanitizer,Prefer not to say,42,"Burnaby, British Columbia",-5,-52.03,-27.93,Online
TXN-2023-000389,CUST-0046,2023-05-19,Wallflower & Air Freshener,Prefer not to say,61,Brampton (Ontario),5,$139.93,,Store
TXN-2023-000853,CUST-0088,2023-08-01,Men's,FEMALE,??, Sherbrooke / Quebe ,1,$26.11,12.1,Store
TXN-2024-000170,CUST-0319,2024.12.28,Men's,female,32,Richmond-BC,3,68.76,CAD 29.16,Store
TXN-2023-000706,CUST-0268,2023.10.03,Men's,U,73, St. John's-NewfoundlandandLabrador ,2,41.94,19.6,Online
TXN-2023-000141,CUST-0187,2023-06-14,Men's,female,51,"Vancouver,British Columbia",1,34.43,"15,40",Store
TXN-2023-000174,CUST-0044,27/07/2023,Men's,Male,14," Victoria, British Columbi ",2, 52.68 CAD ,16.51,Store
TXN-2024-000007,CUST-0283,29-Apr-2024,Body Care,female,23,Kitchener / Ontario,1,25.37,"9,38",Online
TXN-2023-000746,CUST-0045,14-Aug-2023,Men's,male,32,ONTARIO - Windsor,2,39.22, 17.18 CAD ,Online
TXN-2024-000479,CUST-0238,19-Apr-2024,Hand Soap & Sanitizer,F,27,"Burnaby, British Columbia",1,15.8, 5.60 CAD ,Online
TXN-2023-000074,CUST-0181 ,"Jun 15, 2023",Body Care,FEMALE,62,Gatineau / Quebec,2,$58.68,CAD 22.03,Online
TXN-2023-000911,CUST-0297,09/26/2023,Hand Soap & Sanitizer,N/A,50,Mississauga / Ontari,1,7.93,2.58,Online
TXN-2023-000814,CUST-0233,"May 15, 2023",Body Care,Prefer not to say,24,Sydney-Nova Scotia,2,42.72,14.48,Online
TXN-2023-000239,CUST-0079,07/07/2023,Men's,Female,68,Calgary / Alb3rta,1,23.49,11.52,Online
TXN-2023-000146,CUST-0242,2023.03.24,Candles,female,20,Montreal / Quebec,1,9.62,4.04,Store
TXN-2023-000793,CUST-0189,2023.09.11,Wallflower & Air Freshener,FEMALE,33,Windsor Ontario,4,,$11.46,Store
TXN-2023-000235,CUST-0014, 2023.06.13  ,Wallflower & Air Freshener,male,35,Surrey-BRITISH COLUMBIA,2,24.6,10.68,Online
TXN-2023-000221,CUST-0025,06/20/2023,Hand Soap & Sanitizer,F,51,Ontari - Hamilton,1,20.33,CAD 7.24,Online
TXN-2023-000924,CUST-0129," Feb 15, 2023  ",Body Care,Male,14, Halifax-Nova Scotia ,-1,-14.33,-6.12,Online
Txn-2023-000501,CUST-0274,22-Jul-2023,Body Care,female,65,QC - Montreal,2,CAD 54.43,23.55,Store
TXN-2023-000133,CUST-0290,28/10/2023,Wallflower & Air Freshener,Male,59,"Victoria,BC",5,96.27,45.59,Store
TXN-2024-000217,cust-0054,14/03/2024,Candles,F ,66, Ontario - London,6,173.7,59.09,Online
TXN-2024-000775,CUST-0145,2024.12.25,Candles,Female,59,Sydney NovaScotia,6,$364.30,CAD 131.35,Online
TXN-2023-000186,CUST-0121,12/03/2023,Candles,male,66,London-on,2,CAD 64.00,CAD 35.42,Store
TXN-2024-000042,CUST-0271,10-Aug-2024,Men's,Prefer not to say,54,Hamilton Ontario,4,104.95,51.39,Store
TXN-2023-000697,CUST-0173,"Nov 16, 2023",Candles,F,51,"Edmonton,Alberta",1,57.64,CAD 17.13,Store
TXN-2024-000109,CUST-0207,2024.08.24,Hand Soap & Sanitizer,FEMALE,16,Lethbridge ALBERTA,3,7.01,3.5,Online
TXN-2023-000589,CUST-0303, 01-Jun-2023  ,Candles,FEMALE,51,Richmond / BC,1,67.29, 39.16 CAD ,Store
TXN-2024-000057,CUST-0001,09/07/2024,Wallflower & Air Freshener,FEMALE,,Quebec - Sherbrooke,1,22.01,"11,38",Store
TXN-2023-000406,CUST-0256,9/26/2023,Body Care,female,40,Red Deer (ab),2,34.05,CAD 14.61,Store
TXN-2024-000443,CUST-0091,2024-01-16,Hand Soap & Sanitizer,F,42,Mississauga-on,1,18.21,6.06,Online
TXN-2024-000758,CUST-0017,5/19/2024,Hand Soap & Sanitizer,MALE,17,Kelowna  BC,2, 34.85 CAD ,14.15,Online
TXN-2023-000148,cust-0156,2023-02-22,Body Care,F ,27, Calgary-ab,2,CAD 30.26,$11.17,Online
TXN-2023-000025,CUST-0302,2023.02.11,Body Care,Male,52,Saint John NB,6,$29.72,17.46,Store
TXN-2024-000468,CUST-0035,"Nov 22, 2024",Hand Soap & Sanitizer,FEMALE,71, Alberta - Red Deer ,3,CAD 68.22,23.46,Store
TXN-2023-000540,CUST-0068,2023.12.25,Hand Soap & Sanitizer,female,45,Red Deer Alberta,1,$11.46,4.78,Store
TXN-2023-000532,CUST-0281,2023-02-30,Hand Soap & Sanitizer,F,13, Laval-QC ,2,"12,03",CAD 4.83,Online
Txn-2023-000619,CUST-0212,2023.02.24,Hand Soap & Sanitizer,,,Brampton (Ontari),2,"16,12",,Online
TXN-2024-000695,CUST-0277,05/23/2024,Hand Soap & Sanitizer,Female,75,"St. John's, nl",1,7.11,3.69,Store
TXN-2023-000927,CUST-0104,1/27/2023,Wallflower & Air Freshener,MALE,69,Lethbridge (ALBERTA),1,CAD 25.89,12.56,Online
TXN-2023-000339,CUST-0138,06/15/2023,Candles,FEMALE,39,Edmonton ab,1,$45.30,22.61,Online
TXN-2023-000052,CUST-0103,01/07/2023,Candles,female,49,Richmond / British Columbi,2,79.52,41.02,Online
TXN-2024-000508,CUST-0060,"Jun 08, 2024",Body Care,FEMALE,21,Toronto (ON),2,$30.44,CAD 15.13,Online
TXN-2024-000517,CUST-0088,02/05/2024,Candles,FEMALE,67,Calgary (Alberta),1,24.1,$7.62,Online
TXN-2023-000921,CUST-0034,2023-02-30,Candles,N/A,71,Calgary / Alberta,3,"128,30",28.46,Online
TXN-2023-000782,CUST-0232,"Nov 27, 2023",Candles,MALE,17,St. John's / nl,1,28.18,14.83,Online
TXN-2024-000265,CUST-0314,20-Nov-2024,Men's,M,43,Gatineau-Quebec,2,33.8,13.81,Online
TXN-2023-000818,CUST-0053,2023-04-20,Hand Soap & Sanitizer,M,30, Markham (Ontario) ,1,9.87,3.36,Store
TXN-2023-000711,CUST-0257,2023.04.06,Candles,F,28,Surrey / BC,2,72.12,35.51,Online
TXN-2024-000683,CUST-0296,10-Mar-2024,Body Care,FEMALE,40,"Sherbrooke,Quebec",4,$91.84,56.39,Online
TXN-2023-000833,CUST-0062,2023-02-30,Hand Soap & Sanitizer,male,30,Regina / Saskatchewa,1,10.87,5.76,Store
TXN-2023-000519,CUST-0198,"Jul 21, 2023",Hand Soap & Sanitizer,Male,45,Markham-ON,5,$63.49,36.54,Online
TXN-2023-000448,CUST-0163,26-Jul-2023,Men's,M,64,Quebec City-QUEBEC,1,CAD 18.67,$5.61,Store
TXN-2024-000019,CUST-0312,28/01/2024,Men's,male,41,Kelowna-British Columbi,1,48.14,$18.57,Store
TXN-2024-000716,CUST-0294,"Nov 04, 2024",Candles,male,57,Ontario - Kitchener,2,CAD 26.44,$9.07,Store
TXN-2023-000484,CUST-0308,08/01/2023,Candles,male,36,Sherbrooke (Quebec),-2,CAD -62.40,-24.9,Store
TXN-2024-000569,CUST-0100 ,03/08/2024,Hand Soap & Sanitizer,,32,Windsor  Ontari,2,8.13,2.21,Store
TXN-2023-000434,CUST-0128,"Jul 16, 2023",Men's,female,35,Kelowna  BRITISH COLUMBIA,1,$17.80,$7.75,Store
TXN-2023-000368,CUST-0288,"Apr 18, 2023",Wallflower & Air Freshener,MALE,24,Brampton  ONTARIO,1,30.96,$15.23,Online
TXN-2023-000084,CUST-0308,2023.12.27,Hand Soap & Sanitizer,F,18,"Ottawa,Ontario",2,47.18,"18,63",Store
TXN-2024-000062,CUST-0262,07-Aug-2024,Candles,Male,20,Markham Ontario,1,$13.52,3.61,Online
TXN-2023-000639,CUST-0216,2023-10-29,Hand Soap & Sanitizer,F,53,nb - Fredericton,1,20.31,4.57,Online
TXN-2023-000273,CUST-0272, 30-Sep-2023  ,Body Care,N/A,13,Brampton ON,2,CAD 48.04,22.31,Store
TXN-2024-000286,CUST-0152,2024.09.09,Body Care,Female,24,Kelowna-bc,1,$26.20,$11.45,Online
TXN-2023-000361,CUST-0059 ,29-Jun-2023,Wallflower & Air Freshener,FEMALE,54,BritishColumbia - Surrey,3, 50.85 CAD ,"19,70",Online
TXN-2024-000355,CUST-0106,01/02/2024,Wallflower & Air Freshener,MALE,60, London  ON ,3,59.85,27.33,Online
